ephys_session_id,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,stim_amp,threshold_v,peak_v,trough_v,fast_trough_v,slow_trough_v,adp_v,width,upstroke_downstroke_ratio,peak_t,fast_trough_t,trough_t,slow_trough_t,rheo_first_isi,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau
695521496,0.077246389,6.000120002,0.09236,0.196056477,0.08704,0.150368,0.1637,200,-29.12500191,54.21875381,-41.50000381,-40.84375,,,0.00088,1.20670928,0.7396,0.74172,0.79558,,,-70.59045938,160,0.094829481,0.011293477,-86.37500763,138.906166,0.028218504
674613868,0.07467551,8.000160003,0.0556,0.23714375,0.07006,0.119554286,0.13238,180,-38.90625,47.40625381,-53.4375,-53.40625381,,,0.0008,1.145826423,0.65522,0.65734,0.65736,,,-78.04061661,140,0.10560556,0.02679313,-91.12500763,104.3749973,0.018337974
665711421,,2.000040001,0.69576,0,0.28734,0.69576,0.69576,130,-50.03125381,35.5,-65.125,-62.65625381,-65.125,,0.00102,1.276856635,0.78846,0.7909,0.84754,0.84754,0.69576,-87.8669548,130,0.143752875,-0.00631807,-99.03125763,91.40624851,0.022340904
774421971,0.174437954,8.000160003,0.01424,0.507875214,0.04348,0.122114286,0.15682,119.9999924,-47.91875076,47.29999924,-56.69375229,-56.60625076,,,0.00102,1.59864654,0.579,0.58198,0.58222,,,-70.45285238,80,0.162715126,0.137995616,-82.89375305,131.0155839,0.020011294
737424138,,2.000040001,0.04728,0,0.08222,0.04728,0.04728,150,-40.02499771,53.00000381,-50.79375076,-50.66875458,,,0.00116,1.649923826,0.62642,0.62972,0.63,,,-67.77429835,110,0.05445364,0.052412059,-74.97499847,106.2499955,0.029537252
758834763,0.083742336,5.000100002,0.10678,0.25521274,0.07806,0.18137,0.1952,160,-42.78125381,35.82500458,-55.80624771,-55.70000458,,,0.00116,1.394793681,0.7093,0.71242,0.71282,,,-68.14783119,110,0.086292046,0.018560132,-77.23750305,106.6666245,0.043366347
689300515,0.025486274,13.00026001,0.04564,0.139043959,0.05988,0.075736667,0.07781,150,-31.93750191,46.56250381,-49.03125381,-48.96875,,,0.001,1.159314403,0.69848,0.70096,0.7012,,0.22298,-70.50066787,110,0.116381638,0.023430578,-88.78125,141.5624171,0.019345237
758312428,0.080154186,9.000180004,0.04082,0.263673078,0.03614,0.1177,0.1316,70,-33.43125153,55.60000229,-50.46249771,-44.91875458,,,0.00126,2.008863045,0.71446,0.71944,0.78624,,,-59.83201631,29.99999809,0.185003695,0.10025543,-84.75000763,296.890825,0.032127188
774356586,0.153406864,9.000180004,0.01204,0.487094602,0.04218,0.1111925,0.13743,150,-44.16250229,47.13750076,-54.30000305,-50.97500229,,,0.00108,1.654328685,0.60134,0.60436,1.4341,,,-67.38033447,110,0.199141908,0.100718416,-74.51250458,100.7386222,0.01473581
602165643,0.034937135,9.000180004,0.0707,0.165774234,0.07908,0.112535,0.11797,130,-40.59375,36.56250381,-58.18750381,-57.96875381,,,0.00076,1.027451013,0.76156,0.76396,0.76418,,,-80.49623571,80,0.102107305,0.023755906,-101.3437576,190.3646141,0.028268517
591422046,0.039737712,8.000160003,0.08622,0.148423104,0.07204,0.113134286,0.11462,110,-48.28125381,34.15625,-60.9375,-58.68750381,-60.9375,-57.59375,0.00088,1.235567556,0.67936,0.68182,0.72656,0.72656,0.3233,-79.15137247,70,0.136041682,0.025721211,-101.21875,197.395891,0.03267564
758816905,0.288698811,5.000100002,0.01,0.54778824,0.0761,0.17569,0.22582,190,-40.36875153,42.08749771,-47.6875,-47.6875,,,0.00118,1.528494226,0.6689,0.67172,0.6717,,0.02226,-69.87872399,150,0.088794879,0.032761272,-77.05625153,100.6248444,0.022699285
732765244,0.118296355,11.00022,0.011,0.416374192,0.04584,0.091202,0.10827,140,-37.84375381,51.18750381,-46.46875381,-46.4375,,,0.0011,1.673233752,0.5735,0.57616,0.5761,,0.01416,-67.23491001,100,0.0821445,0.024942741,-89.15625763,185.0000322,0.036514962
720834255,0.12962103,4.000080002,0.08068,0.62657166,0.04154,0.218933333,0.1702,190,-35.5625,46.96875,-50,-46.84375381,,,0.00082,1.172351137,0.58218,0.58426,0.62828,,,-75.28085813,150,0.113985331,0.052908245,-85.93750763,107.6563597,0.0134623
695496410,0.151704025,8.000160003,0.01116,0.374990115,0.07854,0.129125714,0.14838,180,-39.46875,42.75,-53.34375381,-46.93750381,,,0.00104,1.478507488,0.78032,0.78272,0.94314,,,-76.36755371,140,0.111242535,0.030427609,-88.59375,106.2499955,0.022966804
591337939,,2.000040001,0.71764,0,0.08266,0.71764,0.71764,210,-44.21875381,38.71875381,-61.68750381,-53.90625,,,0.00094,1.295462672,0.71386,0.71626,0.79086,,,-81.70276014,170,0.016410586,0.022317102,-91.84375763,90.62496573,0.019198489
737820113,,1.00002,,,0.06934,,,230,-34.73750305,41.50000381,-52.05624771,-45.76875305,,,0.00078,1.144362293,0.65062,0.65296,0.69508,,,-77.60504341,190,0.015000301,0.014098013,-86.91874695,124.2185533,0.02640797
770254746,0.33840175,6.000120002,0.0086,0.751086444,0.0638,0.161176,0.23808,119.9999924,-34.16875458,55.23750305,-42.38124847,-42.35000229,,,0.00094,1.482978472,0.69638,0.69878,0.69874,,0.017,-60.06331177,80,0.12414042,0.12911357,-73.92499542,118.5157374,0.027163159
541557101,,2.000040001,0.01274,0,0.08512,0.01274,0.01274,260,-40.81250381,42.1875,-56.12500381,-48.75000381,,,0.00082,1.239497946,0.66374,0.66566,0.76868,,,-70.44188831,220,0.021536952,0.043155834,-77.59375,52.99479142,0.021539796
677099014,,1.00002,,,0.04858,,,150,-49.9375,40.81250381,-62.87500381,-57.87500381,,,0.0007,1.114488248,0.56986,0.57152,0.63012,,,-73.20829337,119.9999924,0.083668339,0.244968429,-83.40625763,92.50003844,0.014719412
680581009,,1.000005,,,0.13824,,,150,-37.84375381,40.31250381,-52.09375,-50.5,,,0.000835,1.014312798,0.63949,0.6417,0.68026,,,-76.7431427,150,0.118750594,0.028626638,-89.90625,106.4063981,0.015340166
770401953,0.080568,7.000140003,0.07492,0.242508395,0.03972,0.148613333,0.16387,130,-39.46875,51.39999771,-56.00625229,-53.20624924,,,0.00098,1.279681933,0.64232,0.64484,0.6903,,,-67.29700947,90,0.1400028,0.133177206,-77.84999847,140.9374177,0.018174574
770658533,0.030242947,10.0002,0.06576,0.130255839,0.0744,0.092586667,0.09564,140,-40.75,43.02499771,-58.40625381,-54.26875305,,,0.00084,1.139832311,0.85416,0.85638,0.8964,,,-84.48089695,100,0.210004188,0.003844521,-94.90625763,135.1564378,0.014436849
732113347,0.326339986,6.000120002,0.0076,0.732499163,0.07666,0.152312,0.23294,170,-33.21875381,49.50000381,-43.81250381,-43.78125,,,0.00098,1.364380388,0.69758,0.6998,0.69974,,0.00892,-66.59461403,130,0.077218937,0.062045522,-77.34375763,92.34374762,0.023054039
666155743,,2.000040001,0.06838,0,0.04128,0.06838,0.06838,140,-38.50000381,43.9375,-50.43750381,-48.93750381,,,0.0011,1.379647118,0.59842,0.60158,0.6465,,,-65.60210037,100,0.091843942,0.043733895,-75.56250763,132.8125,0.02009891
716918793,0.046165617,8.000160003,0.0823,0.1572399,0.10112,0.126942857,0.13584,119.9999924,-33.8125,40.25000381,-51.375,-48.46875381,,,0.00098,1.246475322,0.87744,0.88048,0.93942,,,-74.42041931,80,0.108573609,0.022700889,-92.5,148.5937089,0.026628215
770466500,0.06219128,6.000120002,0.1018,0.169964802,0.1025,0.152676,0.16816,220,-37.82500458,46.41875076,-52.36874771,-47.93125153,,,0.00102,1.497995544,0.81082,0.81356,0.8753,,,-79.12970066,180,0.115002328,0.006908596,-85.71250916,80.31272143,0.018660239
758285390,0.021814431,14.00028001,0.04584,0.133132355,0.04916,0.072436923,0.07636,80,-40.83750153,40.59375,-58.58125305,-54.27499771,,,0.00082,1.108128712,0.9597,0.96188,0.99814,,,-73.5864502,40,0.287239781,0.025230762,-90.18125153,207.4998766,0.016942774
569835791,,2.000040001,0.42408,0,0.17658,0.42408,0.42408,150,-42.59375,43.59375381,-57.34375,-51.78125381,,,0.00082,1.264910917,1.01676,1.01918,1.0957,,,-80.31109068,110,0.073351719,0.0557427,-92.84375763,113.4114563,0.021479582
793433601,0.050695854,8.000160003,0.07944,0.184287408,0.07814,0.12728,0.13342,160,-39.08124924,42.60000229,-52.92500305,-48.98125458,-52.92500305,-47.49374771,0.00086,1.231726091,0.69634,0.69882,0.76714,0.76714,0.66152,-75.25910034,119.9999924,0.135002685,0.025870156,-88.77500916,112.1874601,0.021209477
805782225,0.043985774,8.000160003,0.07354,0.151029486,0.09368,0.115565714,0.1229,140,-31.56875038,44.23125458,-45.01875305,-43.95624924,,,0.00094,1.156644927,0.87364,0.87578,0.93228,,,-63.22877922,100,0.165003292,0.022439072,-79.16875458,140.0938332,0.028647505
783585520,0.045455724,8.000160003,0.08482,0.144044985,0.08312,0.127237143,0.13332,280,-36.88750458,51.89375305,-50.06875229,-47.05000305,-50.06875229,-45.83749771,0.00104,1.457440483,0.71756,0.72022,0.78036,0.78036,0.76828,-75.05371628,239.9999847,0.135002671,0.044210933,-82.5,70.8437711,0.015489359
768848080,0.094609946,6.000120002,0.08454,0.24351165,0.05558,0.164448,0.18196,360,-35.47500229,51.73750305,-47.51250076,-44.86874771,,,0.0008,1.180151234,0.61914,0.621,0.69752,,,-70.09313202,320,0.1150023,0.112385482,-76.30000305,51.84383318,0.01411052
716928764,0.038600668,8.000160003,0.08432,0.143523968,0.09318,0.126477143,0.13414,119.9999924,-40.15625381,37.71875,-55.75,-52.40625,-55.75,,0.00084,1.156562146,0.75026,0.75264,0.81964,0.81964,0.50988,-78.42978134,80,0.12285961,0.011417682,-96.87500763,147.8125006,0.028666882
758286181,0.065260697,11.00022,0.02716,0.234196687,0.05184,0.08608,0.09111,160,-39.13750076,51.26875305,-51.48125458,-48.34375,,,0.0009,1.242100968,0.71184,0.71402,0.77088,,,-72.38615078,119.9999924,0.236211601,0.066884473,-81.40000916,124.0627244,0.015900529
720864592,0.040302787,14.00028001,0.0304,0.183725907,0.04914,0.0717,0.07742,100,-43.375,40.96875381,-58.21875,-52.40625,-58.21875,-51.40625381,0.00076,1.169581541,0.67642,0.67854,0.73458,0.73458,0.2335,-80.66189384,59.99999619,0.170717697,0.021370631,-96.84375763,124.3749559,0.012575409
596894371,0.058328911,10.0002,0.04784,0.295638185,0.02908,0.101453333,0.11102,50,-40.84375,38.71875381,-54.50000381,-54.28125381,,,0.00174,2.402868137,0.70338,0.70998,0.7107,,,-54.6056902,10,0.168580546,0.036254141,-92.43750763,335.396558,0.052993042
770611279,0.237037037,3.000060001,0.00618,0.237037037,0.0391,0.0081,0.0081,220,-36.00000381,34.05000305,-42.51874924,-42.51874924,,,0.00112,1.376765806,0.5786,0.581,0.581,,0.0075,-63.43283335,180,0.076725683,0.071137756,-69.36875916,88.28143775,0.011792529
712889217,0.126166974,6.000120002,0.06244,0.317168898,0.04402,0.156316,0.18092,150,-40.40625381,42.00000381,-52.84375381,-50.71875,,,0.00068,1.05106314,0.61986,0.62176,0.66036,,,-64.36237907,100,0.140829263,0.226218477,-77.00000763,121.5626076,0.016473726
767160451,0.04475475,6.000120002,0.13058,0.132632816,0.0802,0.173008,0.18166,190,-34.39374924,48.66875458,-49.38750458,-48.38124847,-49.38750458,,0.00104,1.410225797,0.71848,0.72146,0.785,0.785,0.52622,-64.46716919,150,0.085108085,0.040552016,-71.58125305,96.09393775,0.02743003
737294035,0.053601796,6.000120002,0.12628,0.155157333,0.09868,0.17642,0.19432,170,-35.13124847,45.26250458,-53.91875458,-53.86875153,,,0.00096,1.176047186,0.7785,0.78102,0.7811,,,-69.30552673,130,0.119120029,0.051698178,-80.4750061,145.3126818,0.042708034
720827966,0.093972068,6.000120002,0.0837,0.245673839,0.07282,0.156452,0.17588,190,-43.28125381,42.31250381,-56.28125381,-50.62500381,-56.28125381,,0.00088,1.404380737,0.67602,0.67874,0.7375,0.7375,0.61314,-79.99676192,150,0.094305684,0.073593885,-91.375,77.94484496,0.022557661
794208661,,2.000040001,0.01416,0,0.0766,0.01416,0.01416,200,-44.71249771,39.96875,-58.40000153,-52.40625,,,0.00096,1.411911127,0.64816,0.65078,0.74142,,,-80.61003598,160,0.0350007,0.068972118,-92.2562561,98.47354889,0.026230797
680581258,0.098196399,5.000025,0.104255,0.217298136,0.06184,0.1669975,0.1864775,180,-42.31250381,46.40625,-57.53125381,-55.21875381,,,0.00075,1.096126529,0.671035,0.67295,0.711,,,-85.39441342,140,0.003832772,0.038191937,-96.93750763,87.03109622,0.008425261
786443952,0.029328149,17.00034001,0.02702,0.184933749,0.03004,0.05863,0.06302,50,-38.00000381,47.91875076,-52.28749847,-50.91875458,,,0.00136,1.962149761,0.839,0.84464,0.90722,,,-60.04196777,10,0.316721877,0.046453528,-100.3375092,379.8436522,0.042740021
770275508,0.053198045,11.00022,0.03846,0.205613603,0.057,0.08981,0.09464,160,-39.86250305,47.81874847,-53.63124847,-50.96875,,,0.00086,1.243768146,0.69202,0.69432,0.75,,,-77.29830647,119.9999924,0.195003883,0.007704247,-86.51875305,122.187607,0.01641383
696111513,0.211009174,3.000060001,0.00602,0.211009174,0.0739,0.00763,0.00763,440,-30.90625,52.84375381,-38.81250381,-38.71875381,,,0.00094,1.370599082,0.61032,0.6123,0.6122,,0.00606,-66.92921517,400,0.037106004,0.045163292,-73.5,57.34367296,0.022647499
732150053,0.134993544,10.0002,0.00942,0.393678278,0.07236,0.099602222,0.11726,150,-24.37500191,55.90625,-34.53125,-34.53125,,,0.00092,1.313686028,0.75726,0.7595,0.7595,,0.02256,-63.21268047,110,0.101567247,0.007414137,-73.25,85.31264961,0.018729789
783585664,0.07300864,7.000140003,0.0737,0.217183331,0.0644,0.129553333,0.13748,119.9999924,-37.94375229,46.23750305,-56.44375229,-52.06875229,,,0.001,1.435927712,0.7678,0.77156,0.82676,,,-71.33327789,80,0.145002906,0.026341708,-89.08750916,144.7188109,0.028648961
695517029,0.088649105,7.000140003,0.07326,0.25886525,0.07322,0.14813,0.16052,190,-43.53125,45.875,-57.00000381,-55.09375381,,,0.00084,1.185534478,0.73146,0.7336,0.7755,,,-81.33799362,150,0.127300596,0.018709619,-93.28125763,103.7499607,0.022797629
732170598,,2.000040001,0.04068,0,0.05652,0.04068,0.04068,340,-34.125,56.78125,-46.28125381,-46.28125381,,,0.00096,1.384248857,0.56278,0.56504,0.56488,,0.02682,-61.1671229,300,0.03750075,0.204496726,-67.87500763,90.96960723,0.019070332
758305312,0.087273652,11.00022,0.02332,0.330026705,0.03822,0.09021,0.10322,50,-36.70624924,45.32500458,-50.91249847,-50.70000076,,,0.00132,1.90597337,0.69084,0.69538,0.69634,,0.06144,-60.53354959,10,0.203459793,0.097692326,-90.95624542,305.2146733,0.036378557
596069195,,1.00002,,,0.08176,,,150,-54.15625,17.40625191,-62.90625,-58.53125381,,,0.0009,1.260561367,0.60054,0.60278,0.66694,,,-81.21772695,110,0.14505445,0.008418273,-94.84375,126.6927719,0.013040584
665713792,0.035297229,8.000160003,0.08726,0.123172099,0.08348,0.124254286,0.1296,230,-37.46875,45.78125,-52.40625,-49.78125,-52.40625,-48.25,0.00098,1.342702369,0.70056,0.703,0.74702,0.74702,0.39356,-80.61459656,190,0.10821645,0.050025109,-90.4375,81.40628785,0.011920943
768899634,0.45950277,3.000060001,0.2361,0.45950277,0.06852,0.43682,0.43682,180,-26.93124962,51.95000458,-49.4375,-41.56874847,,,0.00092,1.261415419,0.6723,0.67476,0.72204,,,-71.62437668,140,0.0700014,0.007487494,-84.79999542,112.500146,0.01605444
798257712,,2.000040001,0.01094,0,0.0392,0.01094,0.01094,200,-37.00625229,59.49375153,-49.18124771,-46.15625381,,,0.00096,1.550795436,0.61018,0.61294,0.68838,,,-56.88656203,160,0.019149319,0.204271883,-63.71875,61.65616959,0.012614639
786508339,0.035690979,11.00022,0.04956,0.166353215,0.07114,0.086584,0.09186,130,-40.16875076,47.28750229,-52.10000229,-47.76250076,-52.10000229,-46.65625,0.00088,1.309690746,0.73862,0.74096,0.80212,0.80212,0.32974,-81.2169134,90,0.1850037,0.037459783,-97.48750305,127.9502362,0.01737089
569860104,,1.00002,,,0.14542,,,249.9999847,-31.00000191,49.9375,-51.00000381,-46.1875,,,0.00104,1.420903506,0.64654,0.6494,0.71496,,,-68.67842102,249.9999847,0.004000016,0.055894312,-75.90625763,62.5000298,0.015225936
783624413,,1.00002,,,0.25304,,,160,-36.60625076,56.92500305,-53.10625076,-48.06250381,,,0.00092,1.349724752,0.884,0.8868,0.95352,,,-70.88224716,119.9999924,0.035000697,0.025767388,-80.79999542,87.87506074,0.023935762
642862167,0.020164788,7.000140003,0.13718,0.068460781,0.07972,0.151886667,0.15226,130,-38.90625,37.75000381,-55.00000381,-54.93750381,,,0.001,1.208116537,0.75154,0.754,0.75422,,0.31852,-64.36437112,90,0.101583685,0.037430655,-77.375,109.3749627,0.030024312
813709961,0.080628086,13.00026001,0.01586,0.37503795,0.02978,0.078676667,0.09275,80,-32.75000381,56.09999847,-45.9375,-45.82500458,,,0.0013,2.114293621,0.6106,0.61438,0.61488,,0.02132,-61.89462835,29.99999809,0.181582574,0.020523762,-92.70624542,262.0624006,0.022059931
785378254,0.226990576,6.000120002,0.02024,0.455860279,0.07158,0.183588,0.2093,280,-36.15625381,32.49374771,-44.49375153,-42.63750458,,,0.00128,1.46140332,0.63808,0.64104,0.72852,,,-65.03716417,239.9999847,0.076758282,0.008109985,-78.40625,73.17714393,0.017036859
541549227,,1.00002,,,0.15888,,,190,-36.6875,47.59375381,-53.37500381,-49.90625381,,,0.00094,1.321262146,0.70686,0.70936,0.76214,,,-68.78534083,170,0.004053017,0.031190779,-76.75,91.23267978,0.016662751
785379621,0.359006211,3.000060001,0.00516,0.359006211,0.04092,0.00805,0.00805,200,-44.56875229,40.80000305,-49.13750458,-49.13125229,,,0.00084,1.304949915,0.55964,0.5615,0.56148,,0.00602,-71.17171181,160,0.016324862,0.190783933,-81.74375153,91.89622849,0.01745669
783698483,0.092405885,5.000100002,0.15358,0.190649098,0.07344,0.217145,0.22334,200,-48.91875458,46.43125153,-62.64375305,-59.25000381,,,0.00106,1.557409437,0.65006,0.65298,0.71872,,,-78.30146107,160,0.079168259,0.050321888,-86.76874542,79.20304686,0.0236816
596892865,0.135914483,3.000060001,0.33142,0.135914483,0.14128,0.38355,0.38355,210,-40.31250381,43.375,-48.71875,-46.65625,-48.71875,,0.00086,1.320091909,0.6423,0.6446,0.72532,0.72532,0.33142,-71.95499622,210,0.014285676,0.021054016,-81.78125,99.92786497,0.022972354
786472934,0.088213193,8.000160003,0.04702,0.265454127,0.05944,0.1288,0.14362,260,-47.28750229,44.84375381,-58.93125153,-55.48750305,,,0.00094,1.439479395,0.64344,0.64602,0.7206,,,-82.22531433,210,0.118693957,0.014311501,-91.73124695,82.18738437,0.019148088
720850095,0.065536284,9.000180004,0.0488,0.225770182,0.05192,0.1057825,0.11103,140,-37.5,47.25000381,-53.37500381,-52.06250381,,,0.00088,1.185298292,0.62942,0.6318,0.66866,,,-76.68484624,100,0.1392885,0.01692529,-92.65625763,128.2812059,0.015604747
567754895,,1.00002,,,0.08474,,,290,-48.1875,33.12500381,-61.53125381,-61.43750381,,,0.00118,1.494691767,0.59394,0.59714,0.59734,,,-70.40814623,280,-6.56E-18,0.06988395,-76.18750763,46.22389376,0.019410218
766793835,0.07686703,7.000140003,0.06506,0.236197476,0.0857,0.136783333,0.14846,180,-34.41875076,42.57500076,-51.48750305,-45.54999924,,,0.00106,1.425069876,0.73378,0.73662,0.8115,,,-78.37556267,140,0.150003,0.005355009,-85.51250458,89.84374255,0.014869421
653040819,0.078902285,17.00034001,0.00884,0.536391027,0.0387,0.05621375,0.06566,80,-41.875,45.375,-49.625,-49.56250381,,,0.00104,1.543180041,0.61996,0.6227,0.62266,,0.01156,-67.58231201,40,0.16250327,0.053231828,-91.12500763,199.6875256,0.022489356
672184262,,1.00002,,,0.09904,,,270,-51.56250381,33.12500381,-68.59375763,-64.03125,,,0.0011,1.538069326,0.67032,0.67312,0.72668,,,-87.34525942,260,0.029623707,0.103511281,-94.87500763,62.49984726,0.01715175
805752506,0.140101299,10.0002,0.01522,0.551442493,0.04136,0.098497778,0.13444,90,-31.91874886,57.65000153,-41.19374847,-40.99375153,,,0.00122,2.002461448,0.66318,0.6672,0.66826,,0.02778,-59.96507314,40,0.157947084,0.069414996,-89.4125061,231.3122898,0.034978466
768874978,0.062658425,8.000160003,0.0631,0.203138319,0.0327,0.122694286,0.13328,150,-37,47.53750229,-51.65625381,-46.14375305,,,0.00082,1.172138803,0.57994,0.5819,0.63524,,,-64.00506935,100,0.14018972,0.252503335,-78.40625,124.4687587,0.0174097
712882756,0.03428272,18.00036001,0.01976,0.18875355,0.02672,0.056568235,0.06058,130,-45.84375381,40.6875,-57.40625381,-57.37500381,,,0.00072,1.104802658,0.556,0.5581,0.55816,,0.0578,-79.90231247,90,0.2750055,0.054446653,-99.25,168.7498391,0.019164688
770414910,0.088757699,14.00028001,0.01148,0.427525748,0.02152,0.073667692,0.0918,100,-41.88750458,38.97499847,-47.46875,-47.42500305,,,0.00172,2.523375607,0.5482,0.5522,0.55224,,0.01246,-63.02065659,59.99999619,0.150002986,0.039912581,-85.91875458,292.3438847,0.039176428
720871145,0.060970529,9.000180004,0.05274,0.212181977,0.04658,0.1141175,0.12259,160,-40.71875381,53.00000381,-54.84375381,-51.75000381,,,0.00086,1.287948253,0.60216,0.60446,0.65944,,,-71.80850165,119.9999924,0.133574096,0.089020841,-84.59375,110.1103351,0.015113565
720856105,,2.000040001,0.60466,0,0.04782,0.60466,0.60466,180,-38.59375,49.53125,-51.40625381,-49.40625381,,,0.00094,1.350845013,0.60322,0.60566,0.66556,,,-69.74337006,140,0.078847731,0.045642629,-82.28125763,112.1875346,0.018730915
